height_cm,weight_kg,age,years_active,training_hours_per_week,civilian_casualties_past_year,power_level,public_approval_rating,super_strength,flight,energy_projection,telepathy,healing_factor,shape_shifting,invisibility,telekinesis,is_good,cluster,archetype
186.6,77.3,32,0,26.2,3,66.8,86.2,0,0,1,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
165.0,127.9,65,28,32.0,1,78.1,58.5,0,0,0,1,1,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
211.0,84.5,55,24,29.8,2,64.9,65.3,1,1,0,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
182.3,68.7,44,21,20.2,1,70.0,83.2,0,0,0,0,0,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
203.6,73.6,40,15,29.5,4,65.9,97.3,0,0,1,1,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
181.4,97.2,37,8,17.7,4,63.1,79.6,0,0,0,1,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
221.2,81.7,50,18,43.9,1,59.7,63.3,0,0,1,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
215.1,58.4,39,11,16.4,2,77.0,92.5,1,1,0,0,1,0,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
175.0,93.8,38,18,28.0,4,89.7,21.2,0,0,0,1,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
199.4,70.0,43,21,19.6,1,87.6,36.6,0,0,0,0,1,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
192.9,108.1,38,8,35.7,1,51.2,78.6,0,1,0,0,1,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
207.4,96.2,18,6,26.7,3,89.3,65.3,1,0,0,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
160.7,73.3,45,13,24.8,0,65.2,77.1,1,0,0,1,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
193.7,99.2,41,28,38.5,1,79.0,66.3,0,1,0,1,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
201.2,81.0,30,18,30.3,4,56.4,76.4,1,1,0,0,1,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
150.0,92.8,31,18,35.2,3,72.1,48.7,1,1,0,1,1,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
156.3,87.3,18,1,20.2,1,74.7,76.4,0,0,1,1,1,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
150.0,67.3,26,8,16.0,0,47.7,84.9,0,0,1,1,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
174.6,70.3,35,12,31.1,1,79.1,89.4,0,0,1,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
194.4,95.4,60,14,26.8,1,90.2,100.0,1,0,0,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
210.0,75.0,32,2,36.3,0,67.4,69.9,0,0,1,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
181.5,73.9,39,10,29.2,3,90.4,70.5,0,0,0,0,0,1,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
212.6,65.7,52,20,32.1,1,67.2,34.5,0,1,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
152.4,86.4,43,13,13.8,1,82.7,54.4,1,0,1,1,0,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
150.0,110.9,48,29,48.9,1,36.7,61.1,0,0,1,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
178.9,64.0,34,24,28.4,8,100.0,86.0,1,0,0,1,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
187.7,80.4,55,7,37.0,1,92.4,52.8,1,0,0,0,0,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
179.3,101.2,60,17,21.6,0,65.7,80.9,0,1,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
150.0,78.8,26,18,33.1,0,40.4,65.0,0,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
178.2,86.8,32,15,17.0,2,74.3,61.5,0,0,1,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
153.9,64.1,30,1,34.5,2,48.3,70.0,1,0,0,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
193.4,86.4,32,7,26.4,1,76.7,57.2,0,0,1,1,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
187.3,77.2,49,21,30.3,1,76.2,56.4,0,0,0,0,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
161.2,94.8,32,5,37.0,0,55.9,30.9,0,1,1,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
169.7,97.8,63,11,17.7,1,86.8,60.0,0,0,1,0,1,1,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
158.8,118.8,52,14,23.2,1,82.1,55.4,1,0,0,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
178.7,88.7,49,24,34.6,0,84.6,54.7,0,0,0,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
199.1,84.9,50,7,51.0,0,70.1,73.3,1,1,1,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
160.3,82.9,47,3,28.6,0,48.8,78.2,0,1,0,0,0,0,1,1,0,1,"Powerhouse Hero (Rebel, Protector)"
190.1,74.7,39,14,35.9,0,84.7,69.6,0,0,0,1,1,1,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
169.4,85.1,42,27,28.9,2,65.9,84.9,1,0,0,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
164.1,75.6,47,19,49.4,0,49.2,76.5,0,1,0,1,1,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
177.9,82.5,55,24,12.5,1,90.3,59.1,1,1,1,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
159.3,99.8,42,16,30.9,0,100.0,55.7,0,1,0,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
168.9,64.9,24,12,13.7,6,69.4,71.3,0,1,1,0,1,1,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
156.0,97.1,36,17,4.9,4,100.0,76.5,0,0,0,0,0,0,0,1,0,2,"Operative Hero (Disciplined, Ruthless)"
219.3,99.8,36,1,33.0,1,71.4,93.0,1,0,1,0,0,1,1,1,0,1,"Powerhouse Hero (Rebel, Protector)"
180.7,78.2,36,12,31.4,1,64.3,88.8,1,1,0,1,1,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
166.0,48.2,61,12,27.2,0,60.5,54.2,0,1,0,0,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
184.3,70.9,32,21,28.9,1,94.6,63.0,0,0,0,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
177.8,99.5,47,14,61.0,0,58.3,78.4,0,0,1,0,1,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
175.6,79.7,62,19,27.4,2,81.0,86.4,0,1,0,0,0,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
192.3,65.0,73,28,35.1,1,61.6,83.8,1,0,1,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
195.2,72.4,47,26,23.5,5,63.1,63.7,0,1,0,0,0,0,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
169.4,92.6,44,9,33.0,0,85.5,39.9,1,0,0,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
168.5,88.2,57,28,27.6,3,64.3,45.0,0,0,1,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
174.5,76.4,41,2,25.9,3,63.9,70.5,1,0,0,0,0,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
150.0,74.5,46,18,48.2,0,87.0,71.8,0,0,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
150.0,74.1,38,2,41.8,1,94.0,43.0,0,0,0,0,1,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
207.3,66.2,20,21,31.4,0,79.7,65.9,1,0,0,1,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
212.9,104.2,48,13,7.0,1,60.2,77.6,0,1,0,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
175.0,75.2,41,7,26.4,1,62.3,42.0,1,1,0,1,0,1,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
191.5,98.3,47,26,57.0,2,71.2,87.1,1,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
186.2,102.8,65,22,27.7,1,74.8,57.4,0,0,1,1,0,1,1,0,1,0,"Operative Hero (Rebel, Protector)"
241.6,95.0,43,29,41.0,6,55.2,90.2,0,0,1,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
202.4,73.5,28,3,44.4,0,80.8,54.3,0,0,0,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
177.4,86.1,71,26,32.2,7,71.3,44.5,0,0,0,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
160.9,79.6,39,27,21.6,1,44.3,55.8,0,0,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
150.0,66.4,39,19,5.6,3,56.1,63.1,0,0,1,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
184.1,84.9,38,10,36.8,1,62.4,57.2,0,0,0,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
164.9,62.3,58,25,21.9,0,68.9,60.7,0,0,0,0,0,1,1,1,0,0,"Operative Hero (Rebel, Protector)"
151.6,97.8,36,10,31.8,4,98.3,71.7,0,1,1,0,0,0,0,1,0,2,"Operative Hero (Disciplined, Ruthless)"
167.1,73.0,35,26,17.5,1,73.6,61.6,0,0,0,0,0,1,1,0,0,0,"Operative Hero (Rebel, Protector)"
158.4,83.0,44,29,27.3,2,57.4,63.7,0,1,1,0,0,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
213.7,84.2,33,10,30.3,2,73.3,30.8,0,1,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
197.6,76.1,38,1,32.7,1,64.7,72.8,0,1,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
179.8,88.8,52,29,18.9,1,74.9,63.2,0,1,1,1,0,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
209.6,72.9,49,16,42.0,3,78.7,97.2,0,0,0,0,0,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
181.5,93.1,22,8,24.0,0,88.1,46.2,0,0,1,0,1,1,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
162.8,59.8,62,27,13.3,2,69.6,28.8,1,0,0,1,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
210.5,81.9,50,27,28.9,5,94.6,77.4,0,1,1,0,1,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
190.8,109.1,48,1,30.3,0,83.6,71.9,0,1,0,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
159.3,65.0,56,28,31.6,0,59.4,44.8,1,1,0,1,1,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
176.2,69.8,58,23,43.6,3,100.0,34.4,1,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
162.5,87.7,44,14,27.6,1,74.9,95.7,0,1,0,0,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
152.3,82.7,55,15,28.8,1,57.5,93.3,0,0,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
198.5,85.3,53,24,19.0,0,94.8,15.3,0,0,0,1,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
218.2,87.3,37,3,38.2,1,100.0,55.8,0,1,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
152.0,89.5,60,7,31.8,0,69.5,98.3,1,0,0,0,0,0,1,1,1,1,"Powerhouse Hero (Rebel, Protector)"
191.3,96.6,42,8,25.8,1,62.4,55.5,0,1,0,0,1,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
167.0,86.1,54,25,11.0,3,67.4,55.2,1,0,0,0,1,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
170.3,76.4,32,25,44.4,1,80.7,59.3,0,1,0,0,1,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
168.2,90.1,20,4,17.7,1,89.2,42.6,1,0,1,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
162.7,108.5,40,15,24.1,10,78.6,30.9,0,1,0,1,0,1,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
181.0,78.0,44,12,33.6,2,71.5,86.1,0,1,0,1,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
163.4,65.4,44,29,18.0,4,92.5,28.1,0,1,0,0,1,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
185.4,96.6,39,6,15.1,1,65.3,69.9,0,0,1,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
179.0,78.2,66,25,8.8,3,85.5,82.7,0,1,0,0,1,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
175.2,47.4,53,19,37.2,0,65.7,36.0,1,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
161.8,92.7,35,16,24.5,0,76.5,46.5,0,0,0,0,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
168.5,72.0,32,2,59.3,0,68.3,89.3,1,0,0,1,1,0,1,1,0,1,"Powerhouse Hero (Rebel, Protector)"
195.1,78.6,29,4,20.1,1,69.2,75.7,0,1,1,0,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
190.0,85.0,37,18,20.8,4,64.3,52.7,0,0,0,1,0,1,0,1,0,2,"Operative Hero (Disciplined, Ruthless)"
160.4,82.9,36,11,24.3,1,90.2,89.0,1,1,0,0,0,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
182.0,90.6,44,28,32.4,2,59.0,89.1,0,1,1,0,1,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
195.0,73.5,37,26,25.3,2,58.9,70.4,0,0,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
150.0,87.7,37,6,36.1,2,100.0,47.0,0,1,1,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
190.9,76.1,44,27,20.2,1,84.7,56.7,0,0,0,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
166.7,91.1,18,8,16.2,2,34.2,70.7,1,1,1,1,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
191.4,89.2,73,27,12.0,1,61.5,61.2,0,0,1,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
164.7,66.0,48,5,7.8,0,42.8,83.8,0,0,0,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
150.0,96.3,43,28,24.8,10,55.7,34.4,1,0,1,0,1,0,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
150.0,72.0,48,25,27.0,0,22.9,35.1,0,0,0,1,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
181.0,92.1,30,16,23.7,0,67.9,68.6,0,0,0,1,0,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
185.2,85.5,62,15,42.4,4,52.9,55.2,1,0,0,0,1,0,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
161.9,107.6,64,22,42.3,1,70.9,52.5,0,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
192.8,76.6,36,2,26.7,2,45.6,29.6,1,0,1,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
150.0,74.8,54,20,12.1,1,71.2,65.4,0,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
178.7,79.7,51,25,24.3,1,63.8,63.9,1,1,1,0,0,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
155.8,75.5,23,3,24.0,1,92.5,78.1,1,0,0,0,0,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
167.0,92.0,34,9,23.4,1,91.2,66.4,0,1,0,1,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
180.9,55.8,42,4,23.0,1,81.8,62.3,0,0,0,0,1,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
162.8,64.2,39,20,23.5,3,65.1,88.5,0,0,0,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
172.3,64.0,43,21,26.1,1,99.8,38.8,1,0,1,1,0,1,0,1,0,0,"Operative Hero (Rebel, Protector)"
200.1,94.3,50,29,23.6,6,46.7,75.7,0,0,1,0,0,1,0,1,0,2,"Operative Hero (Disciplined, Ruthless)"
168.5,105.7,35,9,32.1,0,48.9,31.6,0,0,1,0,0,0,1,1,0,1,"Powerhouse Hero (Rebel, Protector)"
196.7,78.4,42,11,33.6,1,68.7,48.2,0,0,1,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
157.4,77.5,27,9,20.9,2,100.0,40.7,1,1,0,0,0,1,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
190.6,81.1,43,28,42.7,5,67.0,80.6,0,1,0,0,1,1,0,1,1,2,"Operative Hero (Disciplined, Ruthless)"
208.8,97.4,26,12,20.2,0,67.3,63.7,0,0,0,0,1,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
150.0,66.1,51,10,13.8,2,48.4,64.7,0,1,0,1,0,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
164.1,83.6,27,21,33.8,4,84.2,42.9,0,0,0,0,0,1,1,1,0,2,"Operative Hero (Disciplined, Ruthless)"
191.5,94.6,56,15,21.8,1,84.3,59.0,0,0,0,1,1,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
175.9,87.5,53,7,33.2,4,81.8,49.7,0,0,0,0,0,0,1,1,0,2,"Operative Hero (Disciplined, Ruthless)"
187.4,82.8,35,7,6.0,0,60.6,72.7,1,1,0,1,0,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
167.9,95.0,21,26,43.9,3,59.4,45.2,1,1,1,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
181.7,45.0,46,24,36.7,5,50.6,91.6,0,1,0,0,0,0,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
176.9,90.2,36,7,15.0,2,71.3,31.5,0,0,0,0,1,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
203.4,70.2,29,12,15.2,1,53.8,48.9,0,0,0,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
185.1,52.5,44,26,46.7,0,52.3,98.5,0,1,1,0,0,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
186.8,87.7,49,1,22.6,5,63.6,56.3,0,0,1,1,0,1,1,0,1,2,"Operative Hero (Disciplined, Ruthless)"
171.8,100.6,54,29,21.7,1,62.7,38.7,0,0,0,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
170.2,77.9,37,29,7.3,0,61.9,69.4,0,0,0,0,1,0,0,1,0,0,"Operative Hero (Rebel, Protector)"
171.3,94.3,24,11,26.5,2,77.0,55.5,1,0,1,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
187.9,104.2,36,9,27.7,1,71.2,48.3,1,0,0,1,0,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
171.6,99.7,39,11,37.2,0,65.7,43.1,0,0,1,0,1,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
185.8,104.6,47,10,16.0,0,72.7,100.0,0,0,1,1,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
221.5,91.1,38,14,14.8,0,55.1,60.0,1,0,0,1,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
197.4,81.1,47,15,34.5,2,71.6,26.5,1,0,0,0,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
173.5,56.0,62,16,40.1,2,72.3,94.9,0,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
204.0,76.3,57,25,14.3,1,47.5,77.2,0,0,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
171.8,67.4,38,1,40.8,3,84.9,49.7,0,0,1,0,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
150.0,112.6,42,17,30.4,4,56.8,46.3,0,0,1,0,0,0,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
159.8,77.4,36,11,40.9,2,71.4,78.5,0,0,1,1,1,0,1,0,0,1,"Powerhouse Hero (Rebel, Protector)"
150.0,81.8,54,18,29.3,0,87.5,60.1,0,1,0,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
173.0,88.3,38,25,4.8,2,83.9,26.5,0,1,0,1,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
180.4,80.7,48,22,28.5,1,70.5,100.0,0,0,0,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
213.5,105.4,45,17,40.6,2,64.6,56.3,0,0,0,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
186.5,70.7,46,29,21.1,2,84.2,94.9,1,1,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
175.6,82.9,29,16,26.1,1,80.1,90.6,0,0,0,0,1,1,1,1,1,0,"Operative Hero (Rebel, Protector)"
196.6,68.9,56,29,28.2,5,60.7,45.0,0,0,0,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
150.0,60.2,36,5,1.0,0,58.1,85.7,0,0,1,0,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
184.7,70.8,54,24,46.7,2,38.9,52.0,0,0,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
195.4,79.4,37,14,21.0,0,72.3,27.7,0,0,1,1,0,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
150.4,73.6,47,2,35.1,5,68.8,56.5,0,1,0,1,0,1,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
202.9,69.6,30,5,29.1,0,87.0,73.0,0,1,0,1,1,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
186.8,58.9,54,2,42.6,0,75.4,55.7,0,0,1,0,0,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
171.7,78.8,33,29,34.1,1,90.0,58.9,0,0,1,0,0,0,1,1,1,0,"Operative Hero (Rebel, Protector)"
192.7,57.4,54,28,27.7,1,59.5,87.9,1,0,0,1,0,1,0,0,1,0,"Operative Hero (Rebel, Protector)"
225.4,91.4,40,0,21.1,0,87.1,67.1,0,0,0,0,1,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
183.6,81.2,46,29,38.0,2,62.1,48.1,0,0,0,0,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
185.0,58.1,48,12,11.3,1,81.7,79.0,0,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
170.8,75.4,63,27,36.5,0,48.1,69.0,0,0,1,0,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
163.0,68.7,23,20,19.0,1,73.5,14.6,0,0,0,0,0,0,0,1,1,0,"Operative Hero (Rebel, Protector)"
196.6,84.8,55,25,42.5,3,40.2,73.6,0,0,0,1,1,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
162.9,100.1,18,13,31.6,2,66.0,72.8,1,1,1,1,1,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
181.4,51.9,31,12,36.4,3,76.6,65.4,1,0,0,0,0,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
170.4,81.7,64,26,30.8,2,62.2,82.8,0,1,0,0,0,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
189.6,77.6,31,3,12.5,1,54.2,51.6,1,0,0,1,1,1,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
186.7,90.1,20,6,21.4,0,82.7,71.7,0,0,0,0,1,1,1,1,0,1,"Powerhouse Hero (Rebel, Protector)"
200.8,83.2,44,21,36.7,1,68.4,33.7,1,0,0,0,0,1,1,1,1,0,"Operative Hero (Rebel, Protector)"
169.8,68.7,59,9,31.7,4,62.7,73.1,0,0,0,1,0,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
174.6,75.2,23,6,41.8,8,70.6,100.0,0,0,0,1,0,0,0,1,0,2,"Operative Hero (Disciplined, Ruthless)"
160.4,68.1,35,20,34.0,1,100.0,45.1,0,1,1,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
171.1,96.1,55,14,20.3,0,87.3,49.8,0,1,1,0,0,0,1,1,0,1,"Powerhouse Hero (Rebel, Protector)"
187.5,80.3,60,14,22.0,0,87.4,50.8,1,0,0,0,0,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
195.1,108.5,33,3,31.0,1,76.5,67.6,1,0,0,1,0,0,0,1,0,1,"Powerhouse Hero (Rebel, Protector)"
161.6,79.1,35,22,6.9,2,72.5,43.7,0,0,0,0,0,1,0,1,1,0,"Operative Hero (Rebel, Protector)"
197.4,69.4,68,22,46.7,0,34.1,73.4,1,0,0,1,0,0,1,0,1,0,"Operative Hero (Rebel, Protector)"
207.1,57.3,55,5,34.4,6,59.8,81.9,1,0,1,0,0,1,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
188.3,53.0,52,23,42.3,1,62.8,75.7,0,0,0,1,1,0,0,0,1,0,"Operative Hero (Rebel, Protector)"
217.5,56.2,36,19,14.2,5,41.9,29.6,0,0,0,0,0,1,0,0,0,2,"Operative Hero (Disciplined, Ruthless)"
164.5,84.0,44,25,42.4,3,52.6,84.9,0,0,0,0,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
155.1,87.6,37,4,52.3,3,40.3,83.7,0,0,0,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
150.0,56.3,49,19,16.8,2,69.4,81.6,0,0,0,0,1,1,1,0,0,0,"Operative Hero (Rebel, Protector)"
209.9,93.4,56,11,37.7,2,82.3,72.5,0,0,1,0,1,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
193.1,72.8,44,0,30.0,2,86.6,69.4,0,1,1,0,0,0,0,0,1,1,"Powerhouse Hero (Rebel, Protector)"
178.9,82.2,39,27,14.6,2,76.2,85.6,0,0,1,1,1,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
185.6,104.2,55,7,34.9,2,55.5,100.0,1,1,1,0,0,0,0,1,1,1,"Powerhouse Hero (Rebel, Protector)"
157.5,93.5,38,0,38.3,9,41.0,45.9,0,1,1,0,1,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
228.9,76.0,44,4,24.0,3,43.6,86.6,0,1,0,0,0,0,1,1,0,1,"Powerhouse Hero (Rebel, Protector)"
182.6,66.6,58,21,41.7,3,51.0,63.3,0,1,0,1,0,0,0,0,0,0,"Operative Hero (Rebel, Protector)"
182.2,47.7,25,5,13.3,4,56.7,62.4,0,0,1,0,0,0,0,0,0,1,"Powerhouse Hero (Rebel, Protector)"
194.5,69.2,49,28,15.1,0,67.6,34.3,0,1,0,0,0,0,1,0,0,0,"Operative Hero (Rebel, Protector)"
189.6,76.8,42,20,31.4,0,54.8,59.3,0,0,0,1,0,1,0,0,0,0,"Operative Hero (Rebel, Protector)"
184.5,65.2,20,2,30.3,1,75.1,45.1,0,0,0,0,1,1,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
164.2,78.0,45,14,22.8,1,66.5,55.7,0,1,0,0,1,0,1,0,1,1,"Powerhouse Hero (Rebel, Protector)"
189.4,81.2,61,4,38.1,4,70.2,43.0,0,1,0,0,0,0,0,0,1,2,"Operative Hero (Disciplined, Ruthless)"
