height_cm,weight_kg,age,years_active,training_hours_per_week,civilian_casualties_past_year,power_level,public_approval_rating,super_strength,flight,energy_projection,telepathy,healing_factor,shape_shifting,invisibility,telekinesis,is_good,total_powers,power_efficiency,training_intensity,casualty_rate,approval_power_ratio,bmi,experience_score,kmeans_cluster
192.6,88.9,18,14,38.6,2,65.2,96.8,0,0,0,1,1,1,1,1,1,5,4.346666666666667,2.031578947368421,0.13333333333333333,1.4622356495468276,23.965649056632262,540.4,1
163.4,91.7,32,15,31.5,2,72.2,51.3,1,0,1,1,0,1,0,1,1,5,4.5125,0.9545454545454546,0.125,0.7008196721311475,34.345135275637496,472.5,1
168.8,71.7,64,22,33.0,1,42.5,81.0,1,0,0,1,1,0,0,0,1,3,1.8478260869565217,0.5076923076923077,0.043478260869565216,1.8620689655172413,25.163686799487877,726.0,1
194.9,67.7,27,12,22.2,1,57.5,80.3,0,1,1,1,0,1,0,0,0,4,4.423076923076923,0.7928571428571428,0.07692307692307693,1.3726495726495727,17.822350912875557,266.4,1
192.2,79.9,46,16,37.1,2,59.8,86.5,0,0,0,0,1,0,1,0,1,2,3.5176470588235293,0.7893617021276597,0.11764705882352941,1.4226973684210527,21.629177896333708,593.6,1
179.6,77.4,58,22,50.8,1,58.1,75.0,0,0,0,1,0,1,0,1,1,3,2.526086956521739,0.8610169491525423,0.043478260869565216,1.2690355329949239,23.995416689401345,1117.6,1
182.3,73.2,25,7,19.9,3,72.9,26.2,0,0,0,0,0,0,1,0,1,1,9.1125,0.7653846153846153,0.375,0.3545331529093369,22.02610695480345,139.29999999999998,0
205.6,90.4,46,20,26.6,4,67.6,61.9,1,0,0,0,0,0,0,0,1,1,3.2190476190476187,0.5659574468085107,0.19047619047619047,0.902332361516035,21.38563793547215,532.0,1
168.2,94.3,46,1,32.3,0,61.7,41.9,0,0,1,1,1,0,0,0,0,3,30.85,0.6872340425531914,0.0,0.668261562998405,33.331872339282405,32.3,0
190.9,81.3,34,4,37.9,1,76.4,60.9,0,0,0,0,0,0,1,0,0,1,15.280000000000001,1.0828571428571427,0.2,0.7868217054263565,22.308927330247034,151.6,0
176.0,102.2,67,5,24.4,1,95.8,84.6,0,1,1,1,1,1,1,0,1,6,15.966666666666667,0.3588235294117647,0.16666666666666666,0.8739669421487603,32.99328512396694,122.0,0
175.6,62.9,25,11,1.7,2,94.6,71.1,1,0,1,0,0,0,0,0,1,2,7.883333333333333,0.06538461538461539,0.16666666666666666,0.7437238493723849,20.398659201643827,18.7,0
202.0,77.1,55,17,43.6,1,41.2,88.0,0,1,0,1,1,1,0,0,0,4,2.288888888888889,0.7785714285714286,0.05555555555555555,2.0853080568720377,18.8952063523184,741.2,1
196.5,69.2,44,29,37.6,2,78.7,71.8,0,0,1,0,0,0,1,0,1,2,2.6233333333333335,0.8355555555555556,0.06666666666666667,0.9008782936010037,17.921773530421046,1090.4,1
196.3,52.0,52,21,12.6,4,67.3,39.0,0,1,0,0,1,0,0,1,0,3,3.059090909090909,0.23773584905660378,0.18181818181818182,0.5710102489019034,13.49468478103187,264.59999999999997,1
206.1,78.8,48,21,23.9,1,72.3,14.6,0,1,0,0,0,0,0,0,1,1,3.286363636363636,0.4877551020408163,0.045454545454545456,0.19918144611186903,18.551124238150294,501.9,1
180.4,78.2,28,0,45.7,5,64.0,68.0,1,1,1,1,0,0,0,0,0,4,64.0,1.5758620689655174,5.0,1.0461538461538462,24.028888746859653,0.0,0
193.6,102.7,53,29,44.5,10,71.8,60.7,0,0,0,0,1,0,1,1,1,3,2.393333333333333,0.8240740740740741,0.3333333333333333,0.8337912087912088,27.400578853903422,1290.5,1
173.8,89.5,27,16,39.4,0,72.3,45.5,0,0,0,0,1,0,1,1,1,3,4.252941176470588,1.407142857142857,0.0,0.6207366984993179,29.62944325779535,630.4,1
186.5,64.6,55,29,28.2,1,61.3,31.0,0,1,0,0,0,1,1,0,0,3,2.0433333333333334,0.5035714285714286,0.03333333333333333,0.49759229534510435,18.57269153088141,817.8,1
177.4,107.8,42,10,30.8,6,56.6,50.3,1,1,0,0,0,0,0,0,0,2,5.1454545454545455,0.7162790697674418,0.5454545454545454,0.8732638888888888,34.25401865096362,308.0,1
181.9,98.3,48,9,28.7,6,63.3,61.1,0,1,0,0,0,0,0,0,1,1,6.33,0.5857142857142857,0.6,0.9502332814930016,29.70900587863554,258.3,1
191.9,88.7,55,18,41.3,0,73.5,78.3,0,0,0,0,0,1,0,1,0,2,3.8684210526315788,0.7374999999999999,0.0,1.051006711409396,24.086498499278083,743.4,1
163.6,76.6,48,13,21.2,0,79.0,68.8,0,1,0,1,0,0,0,1,1,3,5.642857142857143,0.43265306122448977,0.0,0.86,28.619508491699595,275.59999999999997,1
221.8,65.6,50,25,21.9,0,82.8,97.2,0,0,0,0,0,0,0,0,1,0,3.1846153846153844,0.4294117647058823,0.0,1.1599045346062054,13.334623431047392,547.5,1
159.9,74.4,28,9,40.1,11,62.6,44.3,1,0,0,0,0,0,0,0,1,1,6.26,1.3827586206896552,1.1,0.6965408805031446,29.098862211020727,360.90000000000003,1
155.7,96.3,32,14,29.6,0,74.3,82.6,1,0,0,0,1,0,0,0,0,2,4.953333333333333,0.896969696969697,0.0,1.096945551128818,39.723642249620404,414.40000000000003,1
203.2,108.3,57,27,43.8,1,84.4,65.9,0,0,0,0,1,0,0,0,0,1,3.0142857142857147,0.7551724137931034,0.03571428571428571,0.7716627634660421,26.228958707917414,1182.6,1
195.8,103.1,60,18,23.3,4,87.5,78.9,0,1,1,0,0,0,0,0,0,2,4.605263157894737,0.3819672131147541,0.21052631578947367,0.8915254237288136,26.89263084529981,419.40000000000003,1
192.5,72.7,36,3,29.5,0,69.1,56.3,1,0,0,1,0,1,1,0,0,4,17.275,0.7972972972972973,0.0,0.8031383737517832,19.61882273570585,88.5,0
192.6,63.2,40,1,20.8,2,66.7,86.4,0,0,0,0,0,1,0,0,1,1,33.35,0.5073170731707317,1.0,1.276218611521418,17.037446798415736,20.8,0
179.8,82.1,32,8,30.1,1,72.9,70.9,0,0,0,0,0,0,0,0,1,0,8.100000000000001,0.9121212121212121,0.1111111111111111,0.959404600811908,25.395910175810222,240.8,0
162.1,53.5,54,9,15.2,4,52.8,51.4,0,0,0,0,0,1,0,0,1,1,5.279999999999999,0.27636363636363637,0.4,0.9553903345724908,20.3604678112421,136.79999999999998,1
181.5,84.8,54,27,25.1,1,67.1,64.8,0,0,0,0,0,0,1,0,0,1,2.3964285714285714,0.4563636363636364,0.03571428571428571,0.9515418502202644,25.74201822887022,677.7,1
166.5,77.8,57,10,15.6,2,81.2,60.2,0,0,1,0,0,0,0,0,1,1,7.381818181818182,0.2689655172413793,0.18181818181818182,0.732360097323601,28.064100136172204,156.0,0
199.5,73.0,34,13,36.9,2,79.6,74.8,1,0,1,0,0,0,0,0,1,2,5.685714285714285,1.0542857142857143,0.14285714285714285,0.9280397022332506,18.341593331700174,479.7,1
177.1,56.1,35,6,37.2,1,65.9,41.4,1,1,1,1,1,0,0,1,1,6,9.414285714285715,1.0333333333333334,0.14285714285714285,0.6188340807174887,17.886515321027883,223.20000000000002,0
163.5,87.7,49,22,12.7,0,73.3,64.4,0,1,1,0,1,0,0,0,0,3,3.1869565217391305,0.254,0.0,0.866756393001346,32.80681573754548,279.4,1
173.6,72.0,49,14,43.3,1,57.6,72.9,0,0,0,0,0,0,1,1,1,2,3.8400000000000003,0.866,0.06666666666666667,1.2440273037542662,23.890929941175223,606.1999999999999,1
188.3,62.5,44,21,55.0,1,80.6,65.7,0,0,0,0,0,1,0,0,1,1,3.6636363636363636,1.2222222222222223,0.045454545454545456,0.8051470588235295,17.627039483722346,1155.0,1
168.7,45.0,38,18,30.5,3,68.8,91.9,0,0,1,0,1,1,0,1,1,4,3.621052631578947,0.782051282051282,0.15789473684210525,1.3166189111747852,15.811837725569045,549.0,1
163.6,79.6,57,21,23.6,3,65.9,80.5,0,1,0,1,0,0,0,1,0,3,2.9954545454545456,0.40689655172413797,0.13636363636363635,1.203288490284006,29.740376970486786,495.6,1
184.9,106.6,50,14,58.2,1,64.6,64.9,0,0,1,0,1,1,0,0,0,3,4.306666666666667,1.1411764705882355,0.06666666666666667,0.9893292682926831,31.180522060219356,814.8000000000001,1
184.9,104.9,42,29,16.8,2,69.1,69.3,1,0,1,1,1,1,0,0,0,5,2.3033333333333332,0.39069767441860465,0.06666666666666667,0.9885877318116976,30.683271708414736,487.20000000000005,1
169.9,73.1,63,27,30.2,2,63.3,70.9,1,0,1,0,1,0,0,0,0,3,2.2607142857142857,0.471875,0.07142857142857142,1.1026438569206845,25.323901710004254,815.4,1
170.6,71.0,57,23,31.8,4,79.9,73.1,0,1,0,0,0,0,1,1,1,3,3.329166666666667,0.5482758620689655,0.16666666666666666,0.903584672435105,24.394970375572598,731.4,1
184.6,87.0,41,7,43.5,1,64.1,28.5,0,0,1,0,0,0,1,0,1,2,8.0125,1.0357142857142858,0.125,0.43778801843317977,25.53029653879608,304.5,0
151.0,65.0,38,10,33.6,1,93.9,59.0,0,0,0,0,1,0,1,0,0,2,8.536363636363637,0.8615384615384616,0.09090909090909091,0.6217070600632244,28.507521599929827,336.0,0
151.9,84.5,57,28,25.0,1,92.0,35.3,1,1,0,0,0,0,0,0,1,2,3.1724137931034484,0.43103448275862066,0.034482758620689655,0.37956989247311823,36.621924354273126,700.0,1
165.6,91.5,28,8,20.5,2,56.6,90.6,0,0,0,0,0,0,0,1,1,1,6.288888888888889,0.7068965517241379,0.2222222222222222,1.5729166666666665,33.36571448575229,164.0,0
175.7,98.4,43,14,26.6,1,71.0,63.8,0,1,1,0,0,0,0,0,0,2,4.733333333333333,0.6045454545454546,0.06666666666666667,0.8861111111111111,31.875101431820493,372.40000000000003,1
186.2,78.5,18,0,19.9,1,60.2,61.1,0,0,1,0,0,0,0,0,0,1,60.2,1.0473684210526315,1.0,0.9983660130718954,22.641766300052726,0.0,0
209.5,76.9,59,29,30.5,0,65.1,82.9,1,1,0,0,1,0,0,0,0,3,2.17,0.5083333333333333,0.0,1.2541603630862332,17.520975615313194,884.5,1
197.2,66.8,19,0,24.4,3,100.0,73.4,1,0,0,0,0,0,1,0,0,2,100.0,1.22,3.0,0.7267326732673268,17.177606161720476,0.0,0
176.8,67.6,56,18,15.1,0,65.4,42.4,0,1,0,1,1,0,0,0,1,3,3.4421052631578952,0.2649122807017544,0.0,0.6385542168674698,21.626297577854668,271.8,1
179.6,76.6,34,2,42.6,0,75.4,63.6,1,0,1,0,1,0,1,0,1,4,25.133333333333336,1.217142857142857,0.0,0.8324607329842931,23.74740204661683,85.2,0
159.9,85.5,36,9,25.0,1,78.1,58.3,0,1,0,1,0,0,0,1,1,3,7.81,0.6756756756756757,0.1,0.7370417193426043,33.440224718310105,225.0,0
179.6,93.7,34,7,17.3,1,55.0,30.1,0,0,0,0,0,1,0,1,1,2,6.875,0.49428571428571433,0.125,0.5375,29.048715036135732,121.10000000000001,0
174.2,68.0,39,14,28.3,2,57.2,51.2,1,0,0,0,1,0,0,1,0,3,3.8133333333333335,0.7075,0.13333333333333333,0.8797250859106529,22.408490972673505,396.2,1
186.5,102.4,54,9,30.7,1,51.9,61.3,1,1,0,0,0,0,0,0,1,2,5.1899999999999995,0.5581818181818182,0.1,1.158790170132325,29.440303603130907,276.3,1
163.5,75.9,18,0,12.5,1,56.7,62.7,0,0,0,0,1,0,0,1,0,2,56.7,0.6578947368421053,1.0,1.0866551126516464,28.392671772858627,0.0,0
190.4,79.7,61,28,33.3,2,27.2,35.4,0,0,0,0,1,1,1,0,1,3,0.9379310344827586,0.5370967741935483,0.06896551724137931,1.2553191489361701,21.984896899936444,932.3999999999999,1
210.7,68.8,46,17,19.5,0,78.2,88.0,1,0,1,0,0,1,1,0,0,4,4.344444444444445,0.4148936170212766,0.0,1.1111111111111112,15.49741871119592,331.5,1
177.8,45.0,25,1,47.1,0,100.0,63.0,1,1,1,0,1,0,0,1,1,5,50.0,1.8115384615384615,0.0,0.6237623762376238,14.234722346995714,47.1,0
188.0,93.3,37,18,35.2,4,72.2,65.8,1,0,0,0,0,0,0,1,1,2,3.8000000000000003,0.9263157894736843,0.21052631578947367,0.8989071038251365,26.39769126301494,633.6,1
193.8,91.1,56,12,26.0,1,48.8,73.0,0,1,1,1,0,0,1,0,1,4,3.753846153846154,0.45614035087719296,0.07692307692307693,1.465863453815261,24.25553350991148,312.0,1
172.0,75.8,38,21,22.5,1,60.4,49.2,1,0,0,0,1,0,1,1,1,4,2.7454545454545456,0.5769230769230769,0.045454545454545456,0.8013029315960912,25.621957815035156,472.5,1
184.5,81.0,19,0,29.0,0,63.1,74.1,1,0,0,0,1,1,0,1,0,4,63.1,1.45,0.0,1.15600624024961,23.79535990481856,0.0,0
180.3,87.7,44,1,36.1,1,54.7,57.7,0,0,0,0,0,0,1,0,0,1,27.35,0.8022222222222223,0.5,1.0359066427289048,26.977899962747728,36.1,0
182.0,56.6,50,28,29.7,2,82.9,47.1,1,0,0,1,0,0,0,0,1,2,2.8586206896551727,0.5823529411764706,0.06896551724137931,0.5613825983313468,17.087308296099504,831.6,1
164.5,72.1,30,15,27.8,2,82.2,76.5,0,0,1,0,0,0,0,1,0,2,5.1375,0.8967741935483872,0.125,0.9194711538461539,26.64424755868848,417.0,1
180.5,91.9,41,14,30.6,2,52.7,94.8,0,0,0,0,0,0,0,0,1,0,3.5133333333333336,0.7285714285714286,0.13333333333333333,1.76536312849162,28.207272810982115,428.40000000000003,1
190.0,61.2,32,12,24.0,0,80.9,79.5,0,0,0,1,0,1,0,0,0,2,6.223076923076923,0.7272727272727273,0.0,0.9706959706959706,16.952908587257618,288.0,1
209.0,84.4,53,15,26.6,1,92.9,83.5,0,1,1,1,0,0,0,1,1,4,5.80625,0.49259259259259264,0.0625,0.8892438764643237,19.321901971108726,399.0,1
199.2,59.7,54,16,9.1,3,98.5,54.6,0,0,0,0,0,1,0,0,1,1,5.794117647058823,0.16545454545454544,0.17647058823529413,0.5487437185929649,15.04512023999613,145.6,1
223.1,87.0,52,20,39.7,6,100.0,33.0,1,0,1,0,1,0,0,0,0,3,4.761904761904762,0.749056603773585,0.2857142857142857,0.32673267326732675,17.479142059416628,794.0,1
164.7,79.5,53,28,33.0,0,56.5,94.8,0,0,1,1,0,0,1,0,1,3,1.9482758620689655,0.6111111111111112,0.0,1.648695652173913,29.30757805492794,924.0,1
197.4,55.8,68,28,22.3,1,100.0,100.0,0,0,0,1,0,0,1,0,1,2,3.4482758620689653,0.32318840579710145,0.034482758620689655,0.9900990099009901,14.319897266285418,624.4,1
183.7,97.5,38,6,49.0,0,64.7,95.9,1,0,1,0,1,0,0,1,1,4,9.242857142857144,1.2564102564102564,0.0,1.4596651445966515,28.892578578182874,294.0,0
223.8,69.0,32,23,30.9,0,61.1,58.3,0,0,0,0,1,0,0,0,0,1,2.5458333333333334,0.9363636363636363,0.0,0.9388083735909822,13.776183733561417,710.6999999999999,1
163.8,67.8,54,25,19.6,1,74.9,41.9,0,1,0,0,1,0,0,0,1,2,2.880769230769231,0.3563636363636364,0.038461538461538464,0.5520421607378129,25.269805489585707,490.00000000000006,1
163.2,83.0,63,16,38.6,0,61.3,43.7,0,0,0,0,0,1,0,1,1,2,3.605882352941176,0.603125,0.0,0.7014446227929375,31.162894079200314,617.6,1
168.0,97.2,26,6,34.0,2,76.0,31.3,0,0,0,0,0,0,0,1,0,1,10.857142857142858,1.2592592592592593,0.2857142857142857,0.4064935064935065,34.43877551020409,204.0,0
150.0,64.8,37,12,33.9,2,50.2,62.9,0,0,1,0,0,0,0,0,1,1,3.8615384615384616,0.8921052631578947,0.15384615384615385,1.228515625,28.799999999999997,406.79999999999995,1
169.5,80.9,39,4,25.7,0,66.4,97.1,1,0,0,1,0,0,0,1,0,3,13.280000000000001,0.6425,0.0,1.4406528189910977,28.158474082195596,102.8,0
164.8,86.4,46,25,34.5,0,89.3,62.2,0,0,0,1,0,0,0,0,1,1,3.4346153846153844,0.7340425531914894,0.0,0.6888150609080842,31.812611933264204,862.5,1
183.0,90.4,34,16,27.4,3,69.1,71.0,1,0,1,0,0,1,0,0,1,3,4.064705882352941,0.7828571428571428,0.17647058823529413,1.0128388017118404,26.993938308101164,438.4,1
186.8,82.6,48,2,35.6,0,72.1,92.5,0,0,0,0,0,0,1,0,0,1,24.03333333333333,0.726530612244898,0.0,1.265389876880985,23.671528596123597,71.2,0
217.5,74.5,59,6,11.0,2,77.1,56.9,0,0,0,0,0,1,0,0,0,1,11.014285714285714,0.18333333333333332,0.2857142857142857,0.7285531370038413,15.748447615272827,66.0,0
199.0,67.6,48,25,25.7,1,87.6,100.0,0,1,0,0,0,0,0,0,0,1,3.369230769230769,0.5244897959183673,0.038461538461538464,1.1286681715575622,17.07027600313123,642.5,1
168.5,81.3,36,16,47.2,2,45.2,100.0,1,0,1,0,0,1,0,0,1,3,2.658823529411765,1.2756756756756757,0.11764705882352941,2.1645021645021645,28.634574575808536,755.2,1
162.0,63.9,24,6,22.3,1,78.8,62.4,0,0,0,0,0,1,0,0,1,1,11.257142857142856,0.892,0.14285714285714285,0.7819548872180451,24.348422496570638,133.8,0
189.8,45.0,52,20,24.0,0,66.0,53.4,0,0,0,0,0,1,0,0,0,1,3.142857142857143,0.4528301886792453,0.0,0.7970149253731343,12.491658348147514,480.0,1
153.6,86.5,48,0,25.5,1,72.5,78.9,0,0,0,0,0,0,1,0,0,1,72.5,0.5204081632653061,1.0,1.073469387755102,36.66347927517361,0.0,0
216.6,93.6,50,16,17.9,0,85.9,58.0,0,0,0,1,0,0,0,0,0,1,5.052941176470589,0.3509803921568627,0.0,0.667433831990794,19.950737026265912,286.4,1
203.6,45.0,47,29,7.9,1,52.1,41.9,0,0,1,0,0,0,1,0,0,2,1.7366666666666668,0.16458333333333333,0.03333333333333333,0.7890772128060263,10.855678339978617,229.10000000000002,1
170.6,64.9,39,16,27.7,2,54.8,90.6,0,1,0,0,0,0,0,0,1,1,3.2235294117647055,0.6925,0.11764705882352941,1.6236559139784945,22.299064470065655,443.2,1
150.0,89.3,29,10,31.4,1,41.0,89.3,0,0,0,1,0,0,0,0,1,1,3.727272727272727,1.0466666666666666,0.09090909090909091,2.126190476190476,39.68888888888889,314.0,1
207.1,110.9,54,24,29.5,0,61.8,68.1,1,0,0,0,1,1,0,0,0,3,2.472,0.5363636363636364,0.0,1.0843949044585988,25.856595915030894,708.0,1
177.7,80.3,57,26,28.6,1,90.0,39.7,0,0,1,0,0,0,0,0,1,1,3.3333333333333335,0.4931034482758621,0.037037037037037035,0.43626373626373627,25.429667967073804,743.6,1
204.8,69.1,35,28,30.4,2,68.2,40.4,0,0,1,0,0,1,0,0,0,2,2.3517241379310345,0.8444444444444444,0.06896551724137931,0.5838150289017341,16.47472381591797,851.1999999999999,1
150.0,77.3,53,2,40.2,7,49.9,67.1,0,0,0,1,1,0,1,1,1,4,16.633333333333333,0.7444444444444445,2.3333333333333335,1.318271119842829,34.355555555555554,80.4,0
168.0,100.6,46,14,28.1,2,62.7,55.0,0,0,0,0,0,1,0,1,1,2,4.180000000000001,0.597872340425532,0.13333333333333333,0.8634222919937206,35.64342403628118,393.40000000000003,1
180.1,70.3,64,28,24.3,1,47.7,58.2,1,0,0,0,0,0,0,1,0,2,1.6448275862068966,0.3738461538461539,0.034482758620689655,1.1950718685831623,21.67344257200562,680.4,1
180.9,68.0,30,20,27.2,2,53.1,85.4,0,0,0,0,0,0,1,0,1,1,2.5285714285714285,0.8774193548387097,0.09523809523809523,1.578558225508318,20.779341423219872,544.0,1
171.0,72.8,27,10,35.8,5,75.8,79.7,0,0,0,0,1,1,0,0,1,2,6.890909090909091,1.2785714285714285,0.45454545454545453,1.0377604166666667,24.89654936561677,358.0,1
192.5,65.7,45,25,44.1,4,52.4,92.6,1,1,0,0,0,0,0,0,1,2,2.0153846153846153,0.9586956521739131,0.15384615384615385,1.7340823970037453,17.7298026648676,1102.5,1
158.6,81.8,53,27,23.7,1,86.7,45.2,0,0,0,0,0,1,0,1,1,2,3.0964285714285715,0.4388888888888889,0.03571428571428571,0.51539338654504,32.51973049173967,639.9,1
177.2,104.4,62,15,31.0,1,68.9,58.1,0,0,1,1,0,0,0,0,1,2,4.30625,0.49206349206349204,0.0625,0.8311874105865522,33.24857706281307,465.0,1
182.4,84.8,52,24,33.4,1,71.3,80.2,0,1,0,1,0,0,0,0,0,2,2.852,0.630188679245283,0.04,1.1092669432918396,25.488611880578638,801.5999999999999,1
190.3,76.2,47,21,20.1,1,65.8,74.0,1,1,1,0,0,1,0,0,0,4,2.9909090909090907,0.41875,0.045454545454545456,1.1077844311377245,21.041533833930387,422.1,1
194.2,75.6,35,27,30.2,3,81.6,95.6,1,1,0,0,1,0,0,1,1,4,2.914285714285714,0.8388888888888889,0.10714285714285714,1.1573849878934626,20.045797753810028,815.4,1
157.5,56.6,50,8,15.3,1,81.7,73.4,1,0,1,0,0,1,0,0,1,3,9.077777777777778,0.3,0.1111111111111111,0.8875453446191053,22.816830435878057,122.4,0
150.0,93.2,38,23,12.3,0,75.0,100.0,0,1,0,1,0,0,0,0,1,2,3.125,0.31538461538461543,0.0,1.3157894736842106,41.422222222222224,282.90000000000003,1
205.6,78.8,64,23,33.7,3,78.5,75.8,1,0,0,0,0,1,0,1,1,3,3.2708333333333335,0.5184615384615385,0.125,0.9534591194968554,18.641463156141654,775.1,1
186.6,77.3,32,0,26.2,3,66.8,86.2,0,0,1,0,0,0,0,0,0,1,66.8,0.793939393939394,3.0,1.2713864306784661,22.200165654017457,0.0,0
165.0,127.9,65,28,32.0,1,78.1,58.5,0,0,0,1,1,0,1,0,1,3,2.693103448275862,0.48484848484848486,0.034482758620689655,0.7395701643489254,46.97887970615244,896.0,1
211.0,84.5,55,24,29.8,2,64.9,65.3,1,1,0,1,0,0,0,0,0,3,2.596,0.5321428571428571,0.08,0.990895295902883,18.97980728195683,715.2,1
182.3,68.7,44,21,20.2,1,70.0,83.2,0,0,0,0,0,0,1,0,0,1,3.1818181818181817,0.4488888888888889,0.045454545454545456,1.171830985915493,20.67204300266389,424.2,1
203.6,73.6,40,15,29.5,4,65.9,97.3,0,0,1,1,0,0,0,0,1,2,4.11875,0.7195121951219512,0.25,1.4544095665171897,17.755065018276134,442.5,1
181.4,97.2,37,8,17.7,4,63.1,79.6,0,0,0,1,0,0,0,0,0,1,7.011111111111111,0.46578947368421053,0.4444444444444444,1.2418096723868954,29.53872186072067,141.6,0
221.2,81.7,50,18,43.9,1,59.7,63.3,0,0,1,0,0,0,0,0,1,1,3.142105263157895,0.8607843137254901,0.05263157894736842,1.042833607907743,16.697513807638103,790.1999999999999,1
215.1,58.4,39,11,16.4,2,77.0,92.5,1,1,0,0,1,0,1,1,1,5,6.416666666666667,0.41,0.16666666666666666,1.185897435897436,12.622111908422257,180.39999999999998,1
175.0,93.8,38,18,28.0,4,89.7,21.2,0,0,0,1,0,0,0,0,0,1,4.721052631578948,0.717948717948718,0.21052631578947367,0.23373759647188533,30.628571428571426,504.0,1
199.4,70.0,43,21,19.6,1,87.6,36.6,0,0,0,0,1,0,1,0,0,2,3.9818181818181815,0.4454545454545455,0.045454545454545456,0.41309255079006774,17.605474397113102,411.6,1
192.9,108.1,38,8,35.7,1,51.2,78.6,0,1,0,0,1,0,1,0,1,3,5.688888888888889,0.9153846153846155,0.1111111111111111,1.5057471264367814,29.051010187740474,285.6,1
207.4,96.2,18,6,26.7,3,89.3,65.3,1,0,0,0,1,0,0,1,1,3,12.757142857142856,1.4052631578947368,0.42857142857142855,0.7231450719822813,22.36441630733265,160.2,0
160.7,73.3,45,13,24.8,0,65.2,77.1,1,0,0,1,0,0,0,0,1,2,4.6571428571428575,0.5391304347826087,0.0,1.1646525679758306,28.38391000170768,322.40000000000003,1
193.7,99.2,41,28,38.5,1,79.0,66.3,0,1,0,1,0,1,0,0,1,3,2.7241379310344827,0.9166666666666666,0.034482758620689655,0.82875,26.439450859002303,1078.0,1
201.2,81.0,30,18,30.3,4,56.4,76.4,1,1,0,0,1,0,0,0,1,3,2.968421052631579,0.9774193548387097,0.21052631578947367,1.3310104529616726,20.009169634281786,545.4,1
150.0,92.8,31,18,35.2,3,72.1,48.7,1,1,0,1,1,1,0,0,1,5,3.7947368421052627,1.1,0.15789473684210525,0.6662106703146375,41.24444444444444,633.6,1
156.3,87.3,18,1,20.2,1,74.7,76.4,0,0,1,1,1,0,1,0,1,4,37.35,1.063157894736842,0.5,1.0092470277410832,35.73520580899716,20.2,0
150.0,67.3,26,8,16.0,0,47.7,84.9,0,0,1,1,0,1,0,1,1,4,5.300000000000001,0.5925925925925926,0.0,1.7433264887063655,29.91111111111111,128.0,1
174.6,70.3,35,12,31.1,1,79.1,89.4,0,0,1,0,0,0,0,0,1,1,6.084615384615384,0.8638888888888889,0.07692307692307693,1.1161048689138577,23.060400535867288,373.20000000000005,1
194.4,95.4,60,14,26.8,1,90.2,100.0,1,0,0,0,1,0,0,1,1,3,6.013333333333334,0.439344262295082,0.06666666666666667,1.0964912280701753,25.2438652644414,375.2,1
210.0,75.0,32,2,36.3,0,67.4,69.9,0,0,1,0,0,1,1,0,1,3,22.46666666666667,1.0999999999999999,0.0,1.0219298245614035,17.006802721088434,72.6,0
181.5,73.9,39,10,29.2,3,90.4,70.5,0,0,0,0,0,1,0,1,0,2,8.218181818181819,0.73,0.2727272727272727,0.7713347921225382,22.433197489546103,292.0,0
212.6,65.7,52,20,32.1,1,67.2,34.5,0,1,0,0,0,0,1,0,1,2,3.2,0.6056603773584905,0.047619047619047616,0.5058651026392962,14.535796999740704,642.0,1
152.4,86.4,43,13,13.8,1,82.7,54.4,1,0,1,1,0,0,1,0,0,4,5.9071428571428575,0.31363636363636366,0.07142857142857142,0.6499402628434886,37.2000744001488,179.4,1
150.0,110.9,48,29,48.9,1,36.7,61.1,0,0,1,0,0,0,0,0,1,1,1.2233333333333334,0.9979591836734694,0.03333333333333333,1.6206896551724137,49.28888888888889,1418.1,1
178.9,64.0,34,24,28.4,8,100.0,86.0,1,0,0,1,0,0,0,0,1,2,4.0,0.8114285714285714,0.32,0.8514851485148515,19.996744280071898,681.5999999999999,1
187.7,80.4,55,7,37.0,1,92.4,52.8,1,0,0,0,0,1,0,1,1,3,11.55,0.6607142857142857,0.125,0.5653104925053533,22.820623372008242,259.0,0
179.3,101.2,60,17,21.6,0,65.7,80.9,0,1,0,0,0,0,0,0,1,1,3.6500000000000004,0.35409836065573774,0.0,1.2128935532233884,31.47892793720638,367.20000000000005,1
150.0,78.8,26,18,33.1,0,40.4,65.0,0,0,0,0,0,0,1,0,1,1,2.126315789473684,1.225925925925926,0.0,1.570048309178744,35.02222222222222,595.8000000000001,1
178.2,86.8,32,15,17.0,2,74.3,61.5,0,0,1,0,0,0,0,0,0,1,4.64375,0.5151515151515151,0.125,0.8167330677290837,27.33407147922674,255.0,1
153.9,64.1,30,1,34.5,2,48.3,70.0,1,0,0,0,1,0,0,1,1,3,24.15,1.1129032258064515,1.0,1.4198782961460448,27.063302373084294,34.5,0
193.4,86.4,32,7,26.4,1,76.7,57.2,0,0,1,1,0,0,0,0,0,2,9.5875,0.7999999999999999,0.125,0.7361647361647362,23.099405511133163,184.79999999999998,0
187.3,77.2,49,21,30.3,1,76.2,56.4,0,0,0,0,0,1,0,1,1,2,3.463636363636364,0.606,0.045454545454545456,0.7305699481865284,22.006032275323964,636.3000000000001,1
161.2,94.8,32,5,37.0,0,55.9,30.9,0,1,1,0,1,0,0,1,1,4,9.316666666666666,1.121212121212121,0.0,0.5430579964850615,36.481968363822205,185.0,0
